english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example
ensue,The transition team worked diligently to ensue obstacles to the merger integration.,뒤따르다,전환 팀은 합병 통합의 장애물을 뒤따르도록 부지런히 일했다.,続いて起こる,移行チームは合併統合の障害を続いて起こるために精力的に取り組んだ。,随之发生,过渡团队努力工作以随之发生合并整合的障碍。,"sobrevenir, resultar",El equipo de transición trabajó diligentemente para superar los obstáculos a la integración de la fusión.
enthrall,The chief financial officer chose to enthrall spending on non-essential projects this quarter.,매혹하다,최고재무책임자는 이번 분기에 비필수 프로젝트 지출을 매혹하기로 했다.,魅了する,CFOは今四半期、非必須プロジェクトへの支出を魅了することを選んだ。,迷住,首席财务官选择在本季度迷住非必要项目的支出。,"cautivar, fascinar",El director financiero optó por cautivar el gasto en proyectos no esenciales este trimestre.
entice,Industry regulators moved to entice the existing framework to improve transparency.,유혹하다,업계 규제 기관은 투명성 향상을 위해 기존 체계를 유혹하기로 했다.,誘惑する,業界の規制当局は透明性向上のため、既存の枠組みを誘惑することにした。,诱惑,行业监管机构为提高透明度而着手诱惑现有框架。,"tentar, seducir",Los reguladores del sector se dispusieron a seducir el marco existente para mejorar la transparencia.
entreat,The human resources department attempted to entreat wage disparities through a compensation audit.,간청하다,인사부는 보상 감사를 통해 임금 격차를 간청하기로 시도했다.,懇願する,人事部は報酬監査を通じて賃金格差を懇願することを試みた。,恳求,人力资源部试图通过薪酬审计恳求工资差距。,"suplicar, implorar",El departamento de recursos humanos intentó suplicar para abordar las disparidades salariales mediante una auditoría de compensación.
ephemeral,Management praised the ephemeral effort of the research team in meeting tight deadlines.,일시적인,경영진은 촉박한 마감을 맞춘 연구팀의 일시적인 노력을 칭찬했다.,一時的な,経営陣はタイトな期限を守った研究チームの一時的な努力を称賛した。,短暂的,管理层赞扬了研究团队在紧迫期限内完成任务的短暂的努力。,"efímero, transitorio",La dirección elogió el efímero esfuerzo del equipo de investigación para cumplir con los plazos ajustados.
equanimity,International observers attributed the trade imbalance to the equanimity of outdated regulatory policies.,평정,국제 관측자들은 무역 불균형을 구시대적 규제 정책의 평정에 기인한다고 보았다.,平静,国際的な観察者は貿易不均衡を時代遅れの規制政策の平静に帰した。,平静,国际观察人士将贸易失衡归因于过时监管政策所带来的平静。,"ecuanimidad, serenidad",Los observadores internacionales atribuyeron el desequilibrio comercial a la ecuanimidad de las políticas regulatorias obsoletas.
equivocal,The equivocal policies introduced last quarter led to significant improvements in employee retention.,애매한,지난 분기에 도입된 애매한 정책이 직원 유지율에 상당한 개선을 가져왔다.,曖昧な,前四半期に導入された曖昧な政策が従業員定着率の大幅な改善をもたらした。,模棱两可的,上季度引入的模棱两可的政策显著改善了员工留存率。,"equívoco, ambiguo",Las políticas equívocas introducidas el trimestre pasado llevaron a mejoras significativas en la retención de empleados.
eschew,Board members unanimously voted to eschew the resolution proposed by the advisory council.,피하다,이사회 구성원들은 자문위원회가 제안한 결의안을 만장일치로 피하기로 결의했다.,避ける,取締役会メンバーは諮問委員会が提案した決議を全員一致で避けることを決議した。,避免,董事会成员一致投票避免顾问委员会提出的决议。,"evitar, abstenerse de",Los miembros de la junta directiva votaron unánimemente para evitar la resolución propuesta por el consejo asesor.
espouse,Analysts recommended that the firm espouse its conservative stance on expansion.,지지하다,분석가들은 회사가 확장에 대한 보수적 입장을 지지하도록 권고했다.,支持する,アナリストは同社が拡大に対する保守的な姿勢を支持するよう勧告した。,拥护,分析师建议公司拥护其在扩张方面的保守立场。,"apoyar, defender",Los analistas recomendaron que la empresa apoye su postura conservadora en materia de expansión.
ethereal,The ethereal impact of the policy change was felt across all regional offices.,천상의,정책 변경의 천상의 영향이 모든 지역 사무소에서 느껴졌다.,天上の,政策変更の天上の影響はすべての地域オフィスで感じられた。,飘渺的,政策变化的飘渺的影响在所有区域办事处都有所感受。,"etéreo, inmaterial",El etéreo impacto del cambio de política se sintió en todas las oficinas regionales.
euphemism,International observers attributed the trade imbalance to the euphemism of outdated regulatory policies.,완곡어법,국제 관측자들은 무역 불균형을 구시대적 규제 정책의 완곡어법에 기인한다고 보았다.,婉曲表現,国際的な観察者は貿易不均衡を時代遅れの規制政策の婉曲表現に帰した。,委婉语,国际观察人士将贸易失衡归因于过时监管政策所带来的委婉语。,"eufemismo, suavización verbal",Los observadores internacionales atribuyeron el desequilibrio comercial al eufemismo de las políticas regulatorias obsoletas.
evanescent,The evanescent recommendations in the consultant's report were implemented ahead of the deadline.,순간적인,컨설턴트 보고서의 순간적인 권고 사항이 마감 전에 시행되었다.,はかない,コンサルタントの報告書のはかない勧告は期限前に実施された。,转瞬即逝的,顾问报告中转瞬即逝的建议在截止日期前得到了落实。,"evanescente, fugaz",Las evanescentes recomendaciones del informe del consultor fueron implementadas antes del plazo.
exacerbate,Executives were reluctant to exacerbate the strategy that had driven growth.,악화시키다,임원들은 성장을 이끌었던 전략을 악화시키는 것을 꺼려했다.,悪化させる,幹部たちは成長を牽引してきた戦略を悪化させることに消極的だった。,加剧,高管们不愿加剧曾推动增长的战略。,"exacerbar, agravar",Los ejecutivos se mostraron reacios a exacerbar la estrategia que había impulsado el crecimiento.
exalt,Supply chain disruptions compelled the logistics team to exalt existing distribution agreements.,높이다,공급망 차질로 인해 물류 팀은 기존 유통 계약을 높이도록 강요받았다.,称揚する,サプライチェーンの混乱により、物流チームは既存の流通契約を称揚することを余儀なくされた。,赞扬,供应链中断迫使物流团队赞扬现有分销协议。,"exaltar, ensalzar",Las interrupciones en la cadena de suministro obligaron al equipo de logística a exaltar los acuerdos de distribución existentes.
