english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example
enumerate,The team was instructed to enumerate following the recent policy update.,열거하다,팀은 최근 정책 업데이트에 따라 열거하다도록 지시받았습니다.,列挙する,チームは最近の方針変更に従い列挙するよう指示されました。,列举,团队被指示根据最近的政策更新列举。,"enumerar, listar",Al equipo se le instruyó enumerar los puntos clave conforme a la reciente actualización de políticas.
envision,Senior executives were asked to envision before the next quarterly review.,구상하다,고위 임원들은 다음 분기 검토 전에 구상하다도록 요청받았습니다.,構想する,上級幹部は次の四半期レビューの前に構想するよう求められました。,展望,高管们被要求在下季度审查之前展望。,"vislumbrar, imaginar",A los altos ejecutivos se les pidió vislumbrar el futuro antes de la próxima revisión trimestral.
epidemic,The epidemic requires careful consideration before any final decisions are made.,유행병,유행병은/는 최종 결정을 내리기 전에 신중한 고려가 필요합니다.,伝染病,伝染病は最終決定を下す前に慎重な検討が必要です。,流行病,流行病在做出最终决定之前需要仔细考虑。,"epidemia, brote",La epidemia requiere una consideración cuidadosa antes de tomar decisiones finales.
equitable,A equitable analysis of the data revealed unexpected trends in the market.,공평한,데이터에 대한 공평한 분석은 시장에서 예상치 못한 추세를 보여주었습니다.,公平な,データの公平な分析により、市場の予期しないトレンドが明らかになりました。,公平的,对数据的公平的分析揭示了市场中意想不到的趋势。,"equitativo, justo",Un análisis equitativo de los datos reveló tendencias inesperadas en el mercado.
equity,The equity was carefully reviewed by the senior management team.,자본,자본은/는 고위 경영진에 의해 신중히 검토되었습니다.,資本,資本は上級管理チームによって慎重に検討されました。,权益,权益经过高级管理团队的仔细审查。,"capital propio, patrimonio neto",El capital fue revisado cuidadosamente por el equipo de alta dirección.
equivalent,The equivalent nature of the proposal raised concerns among board members.,동등한,제안의 동등한 성격이 이사회 구성원들 사이에서 우려를 제기했습니다.,同等の,提案の同等の性質が取締役会メンバーの間で懸念を引き起こしました。,等同的,提案的等同的性质引起了董事会成员的关切。,"equivalente, igual",La naturaleza equivalente de la propuesta generó preocupaciones entre los miembros de la junta.
erode,It is essential to erode in order to maintain our competitive advantage.,침식하다,경쟁 우위를 유지하기 위해 침식하다는 것이 필수적입니다.,浸食する,競争優位を維持するために浸食することが不可欠です。,侵蚀,为了保持竞争优势，侵蚀是至关重要的。,"erosionar, desgastar",Es esencial evitar que los márgenes se erosionen para mantener nuestra ventaja competitiva.
escalate,The company decided to escalate in response to the changing market conditions.,확대하다,회사는 변화하는 시장 상황에 대응하여 확대하다기로 결정했습니다.,拡大する,会社は変化する市場状況に対応して拡大することを決定しました。,升级,公司决定升级以应对不断变化的市场状况。,"escalar, intensificar",La empresa decidió escalar las operaciones en respuesta a las cambiantes condiciones del mercado.
espionage,A detailed analysis of the espionage was included in the quarterly report.,간첩 행위,간첩 행위에 대한 상세한 분석이 분기 보고서에 포함되었습니다.,スパイ活動,スパイ活動の詳細な分析が四半期報告書に含まれていました。,间谍活动,季度报告中包含了对间谍活动的详细分析。,espionaje,Un análisis detallado del caso de espionaje fue incluido en el informe trimestral.
esteem,The esteem was carefully reviewed by the senior management team.,존경,존경은/는 고위 경영진에 의해 신중히 검토되었습니다.,尊敬,尊敬は上級管理チームによって慎重に検討されました。,尊重,尊重经过高级管理团队的仔细审查。,"estima, respeto",La estima fue revisada cuidadosamente por el equipo de alta dirección.
ethic,The ethic was carefully reviewed by the senior management team.,윤리,윤리은/는 고위 경영진에 의해 신중히 검토되었습니다.,倫理,倫理は上級管理チームによって慎重に検討されました。,伦理,伦理经过高级管理团队的仔细审查。,"ética, moral",La ética fue revisada cuidadosamente por el equipo de alta dirección.
evacuate,The team was instructed to evacuate following the recent policy update.,대피시키다,팀은 최근 정책 업데이트에 따라 대피시키다도록 지시받았습니다.,避難させる,チームは最近の方針変更に従い避難させるよう指示されました。,疏散,团队被指示根据最近的政策更新疏散。,"evacuar, desalojar",Al equipo se le instruyó evacuar el edificio conforme a la reciente actualización de políticas.
evade,The board voted to evade as part of the new corporate strategy.,회피하다,이사회는 새로운 기업 전략의 일환으로 회피하다기로 투표했습니다.,回避する,取締役会は新しい企業戦略の一環として回避することを決議しました。,逃避,董事会投票逃避作为新企业战略的一部分。,"evadir, eludir",La junta votó evadir ciertas obligaciones como parte de la nueva estrategia corporativa.
evaluate,The department needs to evaluate to meet the upcoming project deadline.,평가하다,부서는 다가오는 프로젝트 마감일을 맞추기 위해 평가하다야 합니다.,評価する,部門は今後のプロジェクト期限に間に合うよう評価する必要があります。,评价,部门需要评价以满足即将到来的项目截止日期。,"evaluar, valorar",El departamento necesita evaluar las opciones para cumplir con el plazo del proyecto.
