english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example
memorandum,The legal team circulated a memorandum outlining the terms of the proposed deal.,각서,법무팀은 제안된 거래 조건을 설명하는 비망록을 배포했다.,覚書,法務チームは提案された取引条件を概説する覚書を回覧した。,备忘录,法务团队分发了一份概述拟议交易条款的备忘录。,"promulgar, publicar oficialmente",El organismo regulador planea promulgar nuevas normas de información financiera el próximo trimestre.
mercantile,The city's mercantile history made it a natural hub for international commerce.,상업의,그 도시의 상업적 역사는 국제 무역의 자연스러운 허브로 만들었다.,商業の,その都市の商業の歴史が国際貿易の自然な拠点となった。,商业的,该城市的商业历史使其成为国际贸易的天然枢纽。,"propensión, tendencia",Los datos del mercado muestran una creciente propensión de los consumidores a comprar en línea.
meritorious,The employee received a meritorious service award for outstanding annual performance results.,공로가 있는,직원은 뛰어난 연간 실적으로 공로상을 수상했다.,功績のある,従業員は優れた年間業績により功労賞を受賞した。,有功绩的,该员工因出色的年度业绩获得了功绩服务奖。,"propietario, exclusivo",La empresa protege su tecnología propietaria mediante patentes y acuerdos de secreto comercial.
methodology,The research team adopted a rigorous methodology for analyzing market trend data.,방법론,연구팀은 시장 동향 데이터 분석을 위한 엄격한 방법론을 채택했다.,方法論,研究チームは市場動向データの分析に厳密な方法論を採用した。,方法论,研究团队采用了严格的方法论来分析市场趋势数据。,"prorratear, distribuir proporcionalmente",El arrendador prorrateará el alquiler para los inquilinos que se muden a mediados de mes.
mitigate,The company implemented new protocols to mitigate potential cybersecurity threats effectively.,완화하다,회사는 잠재적 사이버 보안 위협을 효과적으로 완화하기 위해 새로운 프로토콜을 시행했다.,軽減する,会社は潜在的なサイバーセキュリティの脅威を効果的に軽減するために新しいプロトコルを導入した。,减轻,公司实施了新协议以有效缓解潜在的网络安全威胁。,"proscribir, prohibir",La política de la empresa prohíbe claramente el uso de información privilegiada por todos los empleados y directivos.
moiety,Each partner holds a moiety interest in the jointly owned commercial property.,반분,각 파트너는 공동 소유 상업용 부동산에 대한 반분 지분을 보유한다.,半分,各パートナーは共同所有の商業用不動産に半分の持分を保有している。,一半份额,每个合伙人持有共同拥有的商业物业的一半权益。,"prospecto, folleto informativo de inversión",La empresa publicó un prospecto detallado antes de su oferta pública inicial.
monetary,The central bank adjusted its monetary policy to combat rising inflation rates.,금전적인,중앙은행은 상승하는 인플레이션에 대응하기 위해 통화 정책을 조정했다.,金銭的な,中央銀行は上昇するインフレ率に対抗するため金融政策を調整した。,货币的,央行调整了货币政策以应对不断上升的通胀率。,"prolongado, extenso",Las prolongadas negociaciones entre las dos partes concluyeron finalmente después de ocho meses.
monitory,The regulator issued a monitory letter warning the bank about compliance failures.,경고의,규제 기관은 은행에 준법 위반에 대해 경고하는 경고서를 발행했다.,警告の,規制当局は銀行にコンプライアンス違反について警告する勧告書を発行した。,警告的,监管机构向银行发出了关于合规失败的警告函。,"procedencia, origen",Los compradores siempre deben verificar la procedencia de las obras de arte de alto valor antes de comprar.
moratorium,The government declared a moratorium on new offshore drilling permits this year.,지불 유예,정부는 올해 새로운 해상 시추 허가에 대한 유예를 선언했다.,モラトリアム,政府は今年、新しい海上掘削許可のモラトリアムを宣言した。,暂停,政府宣布今年暂停发放新的海上钻探许可证。,"provisional, temporal",El comité aprobó un presupuesto provisional hasta que se confirmaran las cifras definitivas.
mortgagee,The mortgagee retains a legal interest in the property until loan repayment.,저당권자,저당권자는 대출 상환이 완료될 때까지 부동산에 대한 법적 이해관계를 유지한다.,抵当権者,抵当権者はローン返済が完了するまで不動産に対する法的利害関係を保持する。,抵押权人,抵押权人在贷款偿还前保留对该房产的法律权益。,"condición, cláusula restrictiva",El acuerdo fue aceptado con la condición de que los términos se revisaran anualmente.
mortgagor,The mortgagor must maintain adequate insurance on the pledged residential property.,저당 설정자,저당권 설정자는 담보로 설정된 주거용 부동산에 대해 적절한 보험을 유지해야 한다.,抵当権設定者,抵当権設定者は担保に供された住宅不動産に適切な保険を維持しなければならない。,抵押人,抵押人必须对抵押的住宅物业保持充分的保险。,"poder notarial, representación por poder",Los accionistas pueden votar por poder si no pueden asistir a la reunión anual.
multilateral,The nations signed a multilateral trade agreement to reduce barriers between members.,다자간의,각국은 회원국 간 장벽을 줄이기 위한 다자간 무역 협정에 서명했다.,多国間の,各国は加盟国間の障壁を削減するために多国間貿易協定に署名した。,多边的,各国签署了多边贸易协定以减少成员国之间的壁垒。,"prudencial, cauteloso",El banco debe cumplir con todas las regulaciones prudenciales establecidas por la autoridad central.
municipal,The city issued municipal bonds to fund the new public transportation system.,시의,시는 새로운 대중교통 시스템에 자금을 지원하기 위해 지방채를 발행했다.,市の,市は新しい公共交通システムに資金を提供するために地方債を発行した。,市政的,该市发行了市政债券为新的公共交通系统提供资金。,"punitivo, sancionatorio",El tribunal impuso daños punitivos para disuadir futuras conductas indebidas y negligencias corporativas.
nascent,The nascent fintech industry is attracting significant venture capital investment globally.,초기의,신생 핀테크 산업이 전 세계적으로 상당한 벤처 캐피털 투자를 유치하고 있다.,新生の,新興のフィンテック業界は世界的に多額のベンチャーキャピタル投資を集めている。,新生的,新兴的金融科技行业正在全球吸引大量风险投资。,"ámbito, competencia",La investigación queda fuera del ámbito de la autoridad reguladora local.
