english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example,vi_meaning,vi_example,th_meaning,th_example,id_meaning,id_example
together,Let us work on this project together.,함께,이 프로젝트를 함께 해요.,一緒に,このプロジェクトを一緒にやりましょう。,一起,我们一起做这个项目吧。,juntos,Trabajemos en este proyecto juntos.,cùng nhau,Chúng ta hãy cùng nhau làm dự án này.,ด้วยกัน,เรามาทำโปรเจกต์นี้ด้วยกันเถอะ,bersama,Mari kita kerjakan proyek ini bersama.
alone,She likes to study alone at home.,혼자,그녀는 집에서 혼자 공부하기를 좋아해요.,一人で,彼女は家で一人で勉強するのが好きです。,独自,她喜欢一个人在家学习。,solo; a solas,A ella le gusta estudiar sola en casa.,một mình,Cô ấy thích học một mình ở nhà.,คนเดียว,เธอชอบเรียนคนเดียวที่บ้าน,sendiri; sendirian,Dia suka belajar sendiri di rumah.
always,He always arrives early to class.,항상,그는 항상 수업에 일찍 와요.,いつも,彼はいつも授業に早く来ます。,总是,他总是早到教室。,siempre,Él siempre llega temprano a clase.,luôn luôn,Anh ấy luôn đến lớp sớm.,เสมอ,เขามาถึงห้องเรียนแต่เช้าเสมอ,selalu,Dia selalu datang lebih awal ke kelas.
never,I have never been to Europe.,절대 ~않다,나는 유럽에 가본 적이 없어요.,決して〜ない,私はヨーロッパに行ったことがありません。,从不,我从来没有去过欧洲。,nunca; jamás,Nunca he estado en Europa.,không bao giờ,Tôi chưa bao giờ đến châu Âu.,ไม่เคย,ฉันไม่เคยไปยุโรป,tidak pernah,Saya belum pernah ke Eropa.
sometimes,Sometimes I take a walk after dinner.,가끔,가끔 저녁 먹고 산책해요.,時々,時々夕食後に散歩します。,有时候,有时候晚饭后我会散步。,a veces,A veces doy un paseo después de cenar.,đôi khi,Đôi khi tôi đi dạo sau bữa tối.,บางครั้ง,บางครั้งฉันเดินเล่นหลังอาหารเย็น,kadang-kadang,Kadang-kadang saya jalan-jalan setelah makan malam.
here,Please sit here next to me.,여기,여기 내 옆에 앉으세요.,ここ,ここに私の隣に座ってください。,这里,请坐在这里我旁边。,aquí; acá,"Por favor, siéntate aquí junto a mí.",ở đây,Xin hãy ngồi ở đây cạnh tôi.,ที่นี่,กรุณานั่งที่นี่ข้าง ๆ ฉัน,di sini,Tolong duduk di sini di sebelah saya.
there,The school is right over there.,거기; 저기,학교가 바로 저기 있어요.,あそこ,学校はすぐあそこにあります。,那里,学校就在那边。,allí; allá,La escuela está justo allí.,ở đó,Trường học ở ngay kia.,ที่นั่น,โรงเรียนอยู่ตรงนั้น,di sana,Sekolahnya ada di sana.
up,She looked up at the blue sky.,위로,그녀는 파란 하늘을 올려다봤어요.,上に,彼女は青い空を見上げました。,上,她抬头看着蓝天。,arriba; hacia arriba,Ella miró hacia arriba al cielo azul.,lên,Cô ấy nhìn lên bầu trời xanh.,ขึ้น,เธอมองขึ้นไปบนท้องฟ้าสีฟ้า,atas; ke atas,Dia melihat ke atas langit biru.
down,The cat jumped down from the tree.,아래로,고양이가 나무에서 뛰어내렸어요.,下に,猫は木から飛び降りました。,下,猫从树上跳了下来。,abajo; hacia abajo,El gato saltó del árbol hacia abajo.,xuống,Con mèo nhảy xuống từ trên cây.,ลง,แมวกระโดดลงจากต้นไม้,bawah; ke bawah,Kucing itu melompat turun dari pohon.
in,The keys are in my pocket.,안에,열쇠는 내 주머니 안에 있어요.,中に,鍵は私のポケットの中にあります。,在...里面,钥匙在我口袋里。,dentro; en,Las llaves están en mi bolsillo.,trong; ở trong,Chìa khóa ở trong túi tôi.,ใน,กุญแจอยู่ในกระเป๋าฉัน,di dalam,Kunci ada di dalam saku saya.
out,The children are playing out in the yard.,밖에; 밖으로,아이들이 마당에서 놀고 있어요.,外に,子供たちは庭で遊んでいます。,外面,孩子们在院子里玩。,afuera; fuera,Los niños están jugando en el patio.,ngoài; ra ngoài,Bọn trẻ đang chơi ngoài sân.,ข้างนอก; ออก,เด็ก ๆ กำลังเล่นอยู่ข้างนอก,di luar; keluar,Anak-anak sedang bermain di luar halaman.
left,Turn left at the next traffic light.,왼쪽,다음 신호등에서 좌회전하세요.,左,次の信号で左に曲がってください。,左边,在下一个红绿灯左转。,izquierda,Gira a la izquierda en el próximo semáforo.,trái,Rẽ trái ở đèn giao thông tiếp theo.,ซ้าย,เลี้ยวซ้ายที่สัญญาณไฟจราจรถัดไป,kiri,Belok kiri di lampu lalu lintas berikutnya.
near,The park is very near our house.,가까운,공원은 우리 집에서 아주 가까워요.,近い,公園は私たちの家のすぐ近くです。,近的,公园离我们家很近。,cerca,El parque está muy cerca de nuestra casa.,gần,Công viên rất gần nhà chúng tôi.,ใกล้,สวนสาธารณะอยู่ใกล้บ้านเรามาก,dekat,Taman itu sangat dekat dengan rumah kami.
far,The airport is far from the city.,먼,공항은 시내에서 멀어요.,遠い,空港は街から遠いです。,远的,机场离市区很远。,lejos,El aeropuerto está lejos de la ciudad.,xa,Sân bay xa thành phố.,ไกล,สนามบินอยู่ไกลจากเมือง,jauh,Bandara jauh dari kota.
front,He sits in the front of the class.,앞,그는 교실 앞에 앉아요.,前,彼は教室の前に座っています。,前面,他坐在教室前面。,frente; enfrente,Él se sienta al frente de la clase.,phía trước,Anh ấy ngồi phía trước lớp.,ด้านหน้า,เขานั่งด้านหน้าของห้องเรียน,depan,Dia duduk di depan kelas.
behind,The garden is behind our house.,뒤에,정원은 우리 집 뒤에 있어요.,後ろ,庭は私たちの家の後ろにあります。,后面,花园在我们房子后面。,detrás,El jardín está detrás de nuestra casa.,phía sau,Khu vườn ở phía sau nhà.,ข้างหลัง,สวนอยู่ข้างหลังบ้านเรา,di belakang,Taman ada di belakang rumah kami.
above,The lamp hangs above the table.,위에,램프가 테이블 위에 걸려 있어요.,上に,ランプがテーブルの上に吊るされています。,上方,灯挂在桌子上方。,encima; sobre,La lámpara cuelga encima de la mesa.,phía trên,Đèn treo phía trên bàn.,ข้างบน; เหนือ,โคมไฟแขวนอยู่เหนือโต๊ะ,di atas,Lampu tergantung di atas meja.
below,The temperature dropped below zero today.,아래에,오늘 기온이 영하로 떨어졌어요.,下に,今日気温が零度以下に下がりました。,下方,今天气温降到了零度以下。,debajo,La temperatura bajó por debajo de cero hoy.,phía dưới; bên dưới,Nhiệt độ hôm nay xuống dưới không độ.,ข้างล่าง; ใต้,อุณหภูมิลดลงต่ำกว่าศูนย์วันนี้,di bawah,Suhu turun di bawah nol hari ini.
inside,It is warm and cozy inside.,안쪽에,안은 따뜻하고 아늑해요.,中に,中は暖かくて居心地が良いです。,里面,里面又暖和又舒适。,adentro; interior,Adentro está cálido y acogedor.,bên trong,Bên trong ấm và ấm cúng.,ข้างใน,ข้างในอบอุ่นและน่าสบาย,di dalam,Di dalam hangat dan nyaman.
outside,The children are playing outside now.,바깥에,아이들이 지금 밖에서 놀고 있어요.,外に,子供たちは今外で遊んでいます。,外面,孩子们现在在外面玩。,afuera; exterior,Los niños están jugando afuera ahora.,bên ngoài,Bọn trẻ đang chơi bên ngoài.,ข้างนอก,เด็ก ๆ กำลังเล่นข้างนอก,di luar,Anak-anak sedang bermain di luar sekarang.
between,The bank is between the store and park.,사이에,은행은 가게와 공원 사이에 있어요.,間に,銀行は店と公園の間にあります。,在...之间,银行在商店和公园之间。,entre,El banco está entre la tienda y el parque.,giữa,Ngân hàng nằm giữa cửa hàng và công viên.,ระหว่าง,ธนาคารอยู่ระหว่างร้านค้ากับสวนสาธารณะ,di antara,Bank ada di antara toko dan taman.
next,The next bus will come in ten minutes.,다음의,다음 버스가 10분 후에 와요.,次の,次のバスは10分後に来ます。,下一个,下一班公交十分钟后来。,siguiente; próximo,El próximo autobús llegará en diez minutos.,tiếp theo,Xe buýt tiếp theo sẽ đến trong mười phút.,ถัดไป,รถบัสคันถัดไปจะมาในอีกสิบนาที,berikutnya,Bus berikutnya akan datang dalam sepuluh menit.
last,I saw her for the last time.,마지막의,나는 그녀를 마지막으로 봤어요.,最後の,私は彼女を最後に見ました。,最后的,我最后一次见到了她。,último; pasado,La vi por última vez.,cuối cùng; lần cuối,Tôi gặp cô ấy lần cuối.,สุดท้าย; ครั้งสุดท้าย,ฉันเห็นเธอเป็นครั้งสุดท้าย,terakhir,Saya melihatnya untuk terakhir kalinya.
every,She exercises every morning before work.,매; 모든,그녀는 매일 아침 출근 전에 운동해요.,毎,彼女は毎朝仕事の前に運動します。,每,她每天早上上班前运动。,cada; todo,Ella hace ejercicio cada mañana antes de trabajar.,mỗi,Cô ấy tập thể dục mỗi sáng trước khi đi làm.,ทุก,เธอออกกำลังกายทุกเช้าก่อนไปทำงาน,setiap,Dia berolahraga setiap pagi sebelum bekerja.
many,There are many books on the shelf.,많은,선반에 책이 많이 있어요.,たくさんの,棚にはたくさんの本があります。,很多,书架上有很多书。,muchos,Hay muchos libros en el estante.,nhiều,Có nhiều sách trên kệ.,มาก; หลาย,มีหนังสือหลายเล่มบนชั้น,banyak,Ada banyak buku di rak.
few,Only a few students passed the test.,적은,소수의 학생만 시험에 합격했어요.,少ない,少数の生徒だけがテストに合格しました。,很少,只有几个学生通过了考试。,pocos,Solo unos pocos estudiantes aprobaron el examen.,ít,Chỉ vài học sinh đạt bài kiểm tra.,น้อย; ไม่กี่,มีนักเรียนเพียงไม่กี่คนที่สอบผ่าน,sedikit; beberapa,Hanya beberapa siswa yang lulus ujian.
much,Thank you so much for your help.,많이,도움 주셔서 정말 감사해요.,とても,助けてくれて本当にありがとうございます。,非常,非常感谢你的帮助。,mucho,Muchas gracias por tu ayuda.,nhiều,Cảm ơn bạn rất nhiều vì sự giúp đỡ.,มาก,ขอบคุณมากสำหรับความช่วยเหลือ,banyak; sangat,Terima kasih banyak atas bantuan Anda.
very,The weather is very nice today.,매우,오늘 날씨가 매우 좋아요.,とても,今日はとても天気が良いです。,非常,今天天气非常好。,muy,El clima está muy agradable hoy.,rất,Hôm nay thời tiết rất đẹp.,มาก,วันนี้อากาศดีมาก,sangat,Cuaca hari ini sangat bagus.
only,I have only one dollar left.,오직; 단지,나는 1달러밖에 안 남았어요.,だけ,あと1ドルしかありません。,只,我只剩一美元了。,solo; únicamente,Solo me queda un dólar.,chỉ,Tôi chỉ còn một đô la.,เพียง; แค่,ฉันเหลือเงินแค่หนึ่งดอลลาร์,hanya,Saya hanya punya satu dolar tersisa.
